target_id,target_len
BACT000064_Pseudomonas-7_aeruginosa-7_Pseudomonas-aeruginosa-7_16,195
BACT000064_Neisseria-13_meningitidis-13_Neisseria-meningitidis-13_17,198
BACT000064_Treponema-2_pallidum-2_Treponema-pallidum-2_18,201
BACT000064_Leptospira-7_NotDefined-7_Leptospira-NotDefined-7_19,201
BACT000064_Legionella-3_pneumophila-3_Legionella-pneumophila-3_20,201
BACT000064_Stenotrophomonas-6_maltophilia-6_Stenotrophomonas-maltophilia-6_21,198
BACT000064_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_22,180
BACT000064_Leptospira-17_NotDefined-17_Leptospira-NotDefined-17_23,204
BACT000064_Streptococcus-5_agalactiae-5_Streptococcus-agalactiae-5_24,201
BACT000064_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_25,204
BACT000064_Chlamydia-3_psittaci-3_Chlamydia-psittaci-3_26,195
BACT000064_Mycobacterium-3_intracellulare-3_Mycobacterium-intracellulare-3_27,195
BACT000064_Escherichia-34|Klebsiella-12|Enterobacter-11_coli-34|cloacae-10|pneumoniae-7|oxytoca-5|aerogenes-1_Escherichia-coli-34|Enterobacter-cloacae-10|Klebsiella-pneumoniae-7|Klebsiella-oxytoca-5|Enterobacter-aerogenes-1_28,198
BACT000064_Acinetobacter-11_baumannii-6|calcoaceticus-5_Acinetobacter-baumannii-6|Acinetobacter-calcoaceticus-5_29,195
BACT000064_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_30,198
BACT000064_Brucella-8_NotDefined-8_Brucella-NotDefined-8_31,201
BACT000064_Listeria-6_monocytogenes-6_Listeria-monocytogenes-6_32,201
BACT000064_Borrelia-3_burgdorferi-3_Borrelia-burgdorferi-3_33,201
BACT000064_Coxiella-3_burnetii-3_Coxiella-burnetii-3_34,195
BACT000003_Leptospira-30_NotDefined-30_Leptospira-NotDefined-30_1,678
BACT000003_Mycobacterium-44_tuberculosis-44_Mycobacterium-tuberculosis-44_2,825
BACT000003_Neisseria-1_meningitidis-1_Neisseria-meningitidis-1_3,696
BACT000003_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_4,672
BACT000003_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_5,678
BACT000003_Chlamydophila-3_pneumoniae-3_Chlamydophila-pneumoniae-3_6,672
BACT000003_Nocardia-1_asteroides-1_Nocardia-asteroides-1_7,795
BACT000003_Haemophilus-29_influenzae-25|parainfluenzae-4_Haemophilus-influenzae-25|Haemophilus-parainfluenzae-4_8,708
BACT000003_Bordetella-1_pertussis-1_Bordetella-pertussis-1_9,792
BACT000003_Listeria-4_monocytogenes-4_Listeria-monocytogenes-4_10,657
BACT000003_Bartonella-2_henselae-2_Bartonella-henselae-2_11,711
BACT000003_Moraxella-2_catarrhalis-2_Moraxella-catarrhalis-2_12,723
BACT000003_Staphylococcus-184_aureus-184_Staphylococcus-aureus-184_13,654
BACT000003_Leptospira-7_NotDefined-7_Leptospira-NotDefined-7_14,678
BACT000003_Pseudomonas-37_aeruginosa-37_Pseudomonas-aeruginosa-37_15,687
BACT000003_Stenotrophomonas-15_maltophilia-15_Stenotrophomonas-maltophilia-15_16,735
BACT000003_Coxiella-5_burnetii-5_Coxiella-burnetii-5_17,684
BACT000003_Treponema-1_pallidum-1_Treponema-pallidum-1_18,744
BACT000003_Borrelia-7_burgdorferi-7_Borrelia-burgdorferi-7_19,882
BACT000003_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_20,822
BACT000003_Leptospira-34_NotDefined-34_Leptospira-NotDefined-34_21,678
BACT000003_Mycobacterium-10_avium-6|intracellulare-4_Mycobacterium-avium-6|Mycobacterium-intracellulare-4_22,840
BACT000003_Neisseria-25_meningitidis-25_Neisseria-meningitidis-25_23,693
BACT000003_Chlamydia-6_psittaci-6_Chlamydia-psittaci-6_24,672
BACT000003_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_25,678
BACT000003_Escherichia-68|Enterobacter-38|Klebsiella-27|Serratia-11_coli-68|cloacae-35|pneumoniae-21|marcescens-11|oxytoca-6|aerogenes-3_Escherichia-coli-68|Enterobacter-cloacae-35|Klebsiella-pneumoniae-21|Serratia-marcescens-11|Klebsiella-oxytoca-6|Enterobacter-aerogenes-3_26,702
BACT000003_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_27,801
BACT000003_Streptococcus-254_pneumoniae-130|mitis-47|pyogenes-28|oralis-26|agalactiae-13|pseudopneumoniae-10_Streptococcus-pneumoniae-130|Streptococcus-mitis-47|Streptococcus-pyogenes-28|Streptococcus-oralis-26|Streptococcus-agalactiae-13|Streptococcus-pseudopneumoniae-10_28,654
BACT000003_Brucella-13_NotDefined-13_Brucella-NotDefined-13_29,711
BACT000003_Acinetobacter-29_baumannii-25|calcoaceticus-4_Acinetobacter-baumannii-25|Acinetobacter-calcoaceticus-4_30,753
BACT000003_Legionella-13_pneumophila-13_Legionella-pneumophila-13_31,657
BACT000008_Mycobacterium-30_tuberculosis-30_Mycobacterium-tuberculosis-30_1,399
BACT000008_Leptospira-10_NotDefined-10_Leptospira-NotDefined-10_2,402
BACT000008_Streptococcus-191_pneumoniae-108|mitis-47|oralis-26|pseudopneumoniae-10_Streptococcus-pneumoniae-108|Streptococcus-mitis-47|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10_3,399
BACT000008_Leptospira-1_NotDefined-1_Leptospira-NotDefined-1_4,399
BACT000008_Neisseria-1_meningitidis-1_Neisseria-meningitidis-1_5,393
BACT000008_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_6,402
BACT000008_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_7,399
BACT000008_Nocardia-1_asteroides-1_Nocardia-asteroides-1_8,399
BACT000008_Haemophilus-17_influenzae-13|parainfluenzae-4_Haemophilus-influenzae-13|Haemophilus-parainfluenzae-4_9,393
BACT000008_Chlamydophila-1_pneumoniae-1_Chlamydophila-pneumoniae-1_10,402
BACT000008_Bordetella-3_pertussis-3_Bordetella-pertussis-3_11,396
BACT000008_Staphylococcus-71_aureus-71_Staphylococcus-aureus-71_12,399
BACT000008_Bartonella-2_henselae-2_Bartonella-henselae-2_13,399
BACT000008_Leptospira-7_NotDefined-7_Leptospira-NotDefined-7_14,399
BACT000008_Acinetobacter-26_baumannii-21|calcoaceticus-5_Acinetobacter-baumannii-21|Acinetobacter-calcoaceticus-5_15,396
BACT000008_Stenotrophomonas-11_maltophilia-11_Stenotrophomonas-maltophilia-11_16,399
BACT000008_Pseudomonas-9_aeruginosa-9_Pseudomonas-aeruginosa-9_17,393
BACT000008_Coxiella-5_burnetii-5_Coxiella-burnetii-5_18,390
BACT000008_Moraxella-2_catarrhalis-2_Moraxella-catarrhalis-2_19,399
BACT000008_Legionella-13_pneumophila-13_Legionella-pneumophila-13_20,390
BACT000008_Treponema-1_pallidum-1_Treponema-pallidum-1_21,399
BACT000008_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_22,429
BACT000008_Mycobacterium-9_avium-6|intracellulare-3_Mycobacterium-avium-6|Mycobacterium-intracellulare-3_23,399
BACT000008_Leptospira-37_NotDefined-37_Leptospira-NotDefined-37_24,402
BACT000008_Streptococcus-44_pyogenes-28|agalactiae-16_Streptococcus-pyogenes-28|Streptococcus-agalactiae-16_25,399
BACT000008_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_26,399
BACT000008_Neisseria-19_meningitidis-19_Neisseria-meningitidis-19_27,393
BACT000008_Chlamydia-3_psittaci-3_Chlamydia-psittaci-3_28,402
BACT000008_Escherichia-42|Enterobacter-17|Klebsiella-10|Serratia-5_coli-42|cloacae-14|pneumoniae-7|marcescens-5|aerogenes-3|oxytoca-3_Escherichia-coli-42|Enterobacter-cloacae-14|Klebsiella-pneumoniae-7|Serratia-marcescens-5|Enterobacter-aerogenes-3|Klebsiella-oxytoca-3_29,393
BACT000008_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_30,396
BACT000008_Listeria-14_monocytogenes-14_Listeria-monocytogenes-14_31,399
BACT000008_Brucella-10_NotDefined-10_Brucella-NotDefined-10_32,399
BACT000008_Borrelia-6_burgdorferi-6_Borrelia-burgdorferi-6_33,399
BACT000013_Streptococcus-18_pyogenes-14|agalactiae-4_Streptococcus-pyogenes-14|Streptococcus-agalactiae-4_1,366
BACT000013_Escherichia-40|Enterobacter-13_coli-40|cloacae-13_Escherichia-coli-40|Enterobacter-cloacae-13_2,357
BACT000013_Mycobacterium-32_tuberculosis-32_Mycobacterium-tuberculosis-32_3,375
BACT000013_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_4,378
BACT000013_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_5,369
BACT000013_Leptospira-20_NotDefined-20_Leptospira-NotDefined-20_6,378
BACT000013_Leptospira-1_NotDefined-1_Leptospira-NotDefined-1_7,378
BACT000013_Serratia-3_marcescens-3_Serratia-marcescens-3_8,357
BACT000013_Chlamydophila-2_pneumoniae-2_Chlamydophila-pneumoniae-2_9,369
BACT000013_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_10,378
BACT000013_Haemophilus-13_influenzae-12|parainfluenzae-1_Haemophilus-influenzae-12|Haemophilus-parainfluenzae-1_11,357
BACT000013_Moraxella-2_catarrhalis-2_Moraxella-catarrhalis-2_12,357
BACT000013_Nocardia-1_asteroides-1_Nocardia-asteroides-1_13,372
BACT000013_Listeria-6_monocytogenes-6_Listeria-monocytogenes-6_14,366
BACT000013_Bartonella-2_henselae-2_Bartonella-henselae-2_15,369
BACT000013_Pseudomonas-19_aeruginosa-19_Pseudomonas-aeruginosa-19_16,357
BACT000013_Bordetella-1_pertussis-1_Bordetella-pertussis-1_17,366
BACT000013_Leptospira-6_NotDefined-6_Leptospira-NotDefined-6_18,382
BACT000013_Stenotrophomonas-8_maltophilia-8_Stenotrophomonas-maltophilia-8_19,357
BACT000013_Neisseria-16_meningitidis-16_Neisseria-meningitidis-16_20,363
BACT000013_Borrelia-5_burgdorferi-5_Borrelia-burgdorferi-5_21,378
BACT000013_Treponema-1_pallidum-1_Treponema-pallidum-1_22,366
BACT000013_Coxiella-3_burnetii-3_Coxiella-burnetii-3_23,360
BACT000013_Streptococcus-158_pneumoniae-75|mitis-47|oralis-26|pseudopneumoniae-10_Streptococcus-pneumoniae-75|Streptococcus-mitis-47|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10_24,366
BACT000013_Klebsiella-13|Enterobacter-2_pneumoniae-8|oxytoca-5|aerogenes-2_Klebsiella-pneumoniae-8|Klebsiella-oxytoca-5|Enterobacter-aerogenes-2_25,357
BACT000013_Mycobacterium-6_avium-3|intracellulare-3_Mycobacterium-avium-3|Mycobacterium-intracellulare-3_26,375
BACT000013_Leptospira-21_NotDefined-21_Leptospira-NotDefined-21_27,378
BACT000013_Chlamydia-4_psittaci-4_Chlamydia-psittaci-4_28,369
BACT000013_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_29,378
BACT000013_Acinetobacter-12_baumannii-8|calcoaceticus-4_Acinetobacter-baumannii-8|Acinetobacter-calcoaceticus-4_30,357
BACT000013_Staphylococcus-80_aureus-80_Staphylococcus-aureus-80_31,366
BACT000013_Brucella-9_NotDefined-9_Brucella-NotDefined-9_32,369
BACT000013_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_33,366
BACT000013_Legionella-9_pneumophila-9_Legionella-pneumophila-9_34,357
BACT000018_Mycobacterium-1_tuberculosis-1_Mycobacterium-tuberculosis-1_1,255
BACT000018_Leptospira-11_NotDefined-11_Leptospira-NotDefined-11_2,312
BACT000018_Leptospira-14_NotDefined-14_Leptospira-NotDefined-14_3,312
BACT000018_Chlamydophila-1_pneumoniae-1_Chlamydophila-pneumoniae-1_4,249
BACT000018_Leptospira-1_NotDefined-1_Leptospira-NotDefined-1_5,318
BACT000018_Pseudomonas-11_aeruginosa-11_Pseudomonas-aeruginosa-11_6,231
BACT000018_Escherichia-23|Enterobacter-7|Klebsiella-7|Serratia-5_coli-23|cloacae-5|marcescens-5|oxytoca-4|pneumoniae-3|aerogenes-2_Escherichia-coli-23|Enterobacter-cloacae-5|Serratia-marcescens-5|Klebsiella-oxytoca-4|Klebsiella-pneumoniae-3|Enterobacter-aerogenes-2_7,228
BACT000018_Listeria-6_monocytogenes-6_Listeria-monocytogenes-6_8,240
BACT000018_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_9,321
BACT000018_Bordetella-2_pertussis-2_Bordetella-pertussis-2_10,273
BACT000018_Acinetobacter-8_calcoaceticus-6|baumannii-2_Acinetobacter-calcoaceticus-6|Acinetobacter-baumannii-2_11,228
BACT000018_Bartonella-2_henselae-2_Bartonella-henselae-2_12,249
BACT000018_Streptococcus-161_pneumoniae-66|mitis-46|oralis-26|pseudopneumoniae-10|pyogenes-9|agalactiae-4_Streptococcus-pneumoniae-66|Streptococcus-mitis-46|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10|Streptococcus-pyogenes-9|Streptococcus-agalactiae-4_13,240
BACT000018_Nocardia-1_asteroides-1_Nocardia-asteroides-1_14,255
BACT000018_Moraxella-2_catarrhalis-2_Moraxella-catarrhalis-2_15,228
BACT000018_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_16,276
BACT000018_Neisseria-29_meningitidis-29_Neisseria-meningitidis-29_17,231
BACT000018_Coxiella-2_burnetii-2_Coxiella-burnetii-2_18,222
BACT000018_Leptospira-6_NotDefined-6_Leptospira-NotDefined-6_19,345
BACT000018_Borrelia-4_burgdorferi-4_Borrelia-burgdorferi-4_20,291
BACT000018_Treponema-1_pallidum-1_Treponema-pallidum-1_21,300
BACT000018_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_22,315
BACT000018_Mycobacterium-10_avium-7|intracellulare-3_Mycobacterium-avium-7|Mycobacterium-intracellulare-3_23,255
BACT000018_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_24,315
BACT000018_Chlamydia-3_psittaci-3_Chlamydia-psittaci-3_25,249
BACT000018_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_26,315
BACT000018_Stenotrophomonas-8_maltophilia-8_Stenotrophomonas-maltophilia-8_27,231
BACT000018_Haemophilus-6_influenzae-5|parainfluenzae-1_Haemophilus-influenzae-5|Haemophilus-parainfluenzae-1_28,228
BACT000018_Staphylococcus-65_aureus-65_Staphylococcus-aureus-65_29,243
BACT000018_Brucella-7_NotDefined-7_Brucella-NotDefined-7_30,249
BACT000018_Mycobacterium-3_tuberculosis-3_Mycobacterium-tuberculosis-3_31,267
BACT000018_Legionella-8_pneumophila-8_Legionella-pneumophila-8_32,228
BACT000031_Leptospira-5_NotDefined-5_Leptospira-NotDefined-5_1,837
BACT000031_Leptospira-7_NotDefined-7_Leptospira-NotDefined-7_2,840
BACT000031_Leptospira-1_NotDefined-1_Leptospira-NotDefined-1_3,840
BACT000031_Leptospira-38_NotDefined-38_Leptospira-NotDefined-38_4,840
BACT000031_Streptococcus-309_pneumoniae-226|mitis-47|oralis-26|pseudopneumoniae-10_Streptococcus-pneumoniae-226|Streptococcus-mitis-47|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10_5,834
BACT000031_Mycobacterium-38_tuberculosis-38_Mycobacterium-tuberculosis-38_6,843
BACT000031_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_7,903
BACT000031_Nocardia-1_asteroides-1_Nocardia-asteroides-1_8,837
BACT000031_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_9,840
BACT000031_Chlamydophila-3_pneumoniae-3_Chlamydophila-pneumoniae-3_10,855
BACT000031_Bordetella-1_pertussis-1_Bordetella-pertussis-1_11,828
BACT000031_Listeria-29_monocytogenes-29_Listeria-monocytogenes-29_12,834
BACT000031_Haemophilus-35_influenzae-32|parainfluenzae-3_Haemophilus-influenzae-32|Haemophilus-parainfluenzae-3_13,822
BACT000031_Moraxella-5_catarrhalis-5_Moraxella-catarrhalis-5_14,828
BACT000031_Pseudomonas-63_aeruginosa-63_Pseudomonas-aeruginosa-63_15,822
BACT000031_Stenotrophomonas-18_maltophilia-18_Stenotrophomonas-maltophilia-18_16,828
BACT000031_Bartonella-1_henselae-1_Bartonella-henselae-1_17,834
BACT000031_Neisseria-80_meningitidis-80_Neisseria-meningitidis-80_18,834
BACT000031_Coxiella-5_burnetii-5_Coxiella-burnetii-5_19,828
BACT000031_Legionella-18_pneumophila-18_Legionella-pneumophila-18_20,828
BACT000031_Borrelia-6_burgdorferi-6_Borrelia-burgdorferi-6_21,834
BACT000031_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_22,864
BACT000031_Treponema-1_pallidum-1_Treponema-pallidum-1_23,822
BACT000031_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_24,837
BACT000031_Leptospira-28_NotDefined-28_Leptospira-NotDefined-28_25,840
BACT000031_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_26,840
BACT000031_Streptococcus-90_pyogenes-71|agalactiae-19_Streptococcus-pyogenes-71|Streptococcus-agalactiae-19_27,834
BACT000031_Mycobacterium-13_avium-9|intracellulare-4_Mycobacterium-avium-9|Mycobacterium-intracellulare-4_28,843
BACT000031_Chlamydia-7_psittaci-7_Chlamydia-psittaci-7_29,855
BACT000031_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_30,828
BACT000031_Staphylococcus-254_aureus-254_Staphylococcus-aureus-254_31,834
BACT000031_Escherichia-89|Enterobacter-37|Klebsiella-32|Serratia-15_coli-89|cloacae-36|pneumoniae-24|marcescens-15|oxytoca-8|aerogenes-1_Escherichia-coli-89|Enterobacter-cloacae-36|Klebsiella-pneumoniae-24|Serratia-marcescens-15|Klebsiella-oxytoca-8|Enterobacter-aerogenes-1_32,825
BACT000031_Acinetobacter-39_baumannii-33|calcoaceticus-6_Acinetobacter-baumannii-33|Acinetobacter-calcoaceticus-6_33,825
BACT000031_Brucella-19_NotDefined-19_Brucella-NotDefined-19_34,834
BACT000036_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_1,384
BACT000036_Streptococcus-9_agalactiae-9_Streptococcus-agalactiae-9_2,366
BACT000036_Leptospira-23_NotDefined-23_Leptospira-NotDefined-23_3,384
BACT000036_Nocardia-1_asteroides-1_Nocardia-asteroides-1_4,387
BACT000036_Chlamydophila-1_pneumoniae-1_Chlamydophila-pneumoniae-1_5,390
BACT000036_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_6,393
BACT000036_Bordetella-2_pertussis-2_Bordetella-pertussis-2_7,384
BACT000036_Staphylococcus-134_aureus-134_Staphylococcus-aureus-134_8,369
BACT000036_Haemophilus-20_influenzae-17|parainfluenzae-3_Haemophilus-influenzae-17|Haemophilus-parainfluenzae-3_9,372
BACT000036_Bartonella-1_henselae-1_Bartonella-henselae-1_10,372
BACT000036_Moraxella-2_catarrhalis-2_Moraxella-catarrhalis-2_11,375
BACT000036_Leptospira-6_NotDefined-6_Leptospira-NotDefined-6_12,384
BACT000036_Pseudomonas-26_aeruginosa-26_Pseudomonas-aeruginosa-26_13,369
BACT000036_Legionella-12_pneumophila-12_Legionella-pneumophila-12_14,381
BACT000036_Neisseria-36_meningitidis-36_Neisseria-meningitidis-36_15,372
BACT000036_Coxiella-2_burnetii-2_Coxiella-burnetii-2_16,381
BACT000036_Borrelia-6_burgdorferi-6_Borrelia-burgdorferi-6_17,375
BACT000036_Treponema-1_pallidum-1_Treponema-pallidum-1_18,390
BACT000036_Mycoplasma-2_pneumoniae-2_Mycoplasma-pneumoniae-2_19,369
BACT000036_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_20,387
BACT000036_Streptococcus-233_pneumoniae-121|mitis-47|pyogenes-29|oralis-26|pseudopneumoniae-10_Streptococcus-pneumoniae-121|Streptococcus-mitis-47|Streptococcus-pyogenes-29|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10_21,369
BACT000036_Leptospira-19_NotDefined-19_Leptospira-NotDefined-19_22,381
BACT000036_Mycobacterium-28_tuberculosis-23|avium-3|intracellulare-2_Mycobacterium-tuberculosis-23|Mycobacterium-avium-3|Mycobacterium-intracellulare-2_23,393
BACT000036_Chlamydia-6_psittaci-6_Chlamydia-psittaci-6_24,396
BACT000036_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_25,375
BACT000036_Listeria-16_monocytogenes-16_Listeria-monocytogenes-16_26,363
BACT000036_Escherichia-49|Enterobacter-28|Klebsiella-26|Serratia-5_coli-49|cloacae-25|pneumoniae-20|oxytoca-6|marcescens-5|aerogenes-3_Escherichia-coli-49|Enterobacter-cloacae-25|Klebsiella-pneumoniae-20|Klebsiella-oxytoca-6|Serratia-marcescens-5|Enterobacter-aerogenes-3_27,366
BACT000036_Brucella-13_NotDefined-13_Brucella-NotDefined-13_28,375
BACT000036_Acinetobacter-16_baumannii-12|calcoaceticus-4_Acinetobacter-baumannii-12|Acinetobacter-calcoaceticus-4_29,372
BACT000036_Stenotrophomonas-13_maltophilia-13_Stenotrophomonas-maltophilia-13_30,369
BACT000043_Leptospira-39_NotDefined-39_Leptospira-NotDefined-39_1,393
BACT000043_Streptococcus-24_pyogenes-19|agalactiae-5_Streptococcus-pyogenes-19|Streptococcus-agalactiae-5_2,369
BACT000043_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_3,393
BACT000043_Nocardia-1_asteroides-1_Nocardia-asteroides-1_4,369
BACT000043_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_5,369
BACT000043_Bordetella-1_pertussis-1_Bordetella-pertussis-1_6,369
BACT000043_Bartonella-2_henselae-2_Bartonella-henselae-2_7,369
BACT000043_Chlamydophila-3_pneumoniae-3_Chlamydophila-pneumoniae-3_8,369
BACT000043_Haemophilus-8_influenzae-5|parainfluenzae-3_Haemophilus-influenzae-5|Haemophilus-parainfluenzae-3_9,372
BACT000043_Listeria-8_monocytogenes-8_Listeria-monocytogenes-8_10,369
BACT000043_Moraxella-2_catarrhalis-2_Moraxella-catarrhalis-2_11,369
BACT000043_Pseudomonas-15_aeruginosa-15_Pseudomonas-aeruginosa-15_12,369
BACT000043_Leptospira-7_NotDefined-7_Leptospira-NotDefined-7_13,393
BACT000043_Neisseria-18_meningitidis-18_Neisseria-meningitidis-18_14,369
BACT000043_Coxiella-2_burnetii-2_Coxiella-burnetii-2_15,369
BACT000043_Treponema-1_pallidum-1_Treponema-pallidum-1_16,369
BACT000043_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_17,369
BACT000043_Leptospira-22_NotDefined-22_Leptospira-NotDefined-22_18,393
BACT000043_Streptococcus-154_pneumoniae-71|mitis-47|oralis-26|pseudopneumoniae-10_Streptococcus-pneumoniae-71|Streptococcus-mitis-47|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10_19,369
BACT000043_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_20,393
BACT000043_Mycobacterium-31_tuberculosis-24|avium-4|intracellulare-3_Mycobacterium-tuberculosis-24|Mycobacterium-avium-4|Mycobacterium-intracellulare-3_21,369
BACT000043_Chlamydia-3_psittaci-3_Chlamydia-psittaci-3_22,369
BACT000043_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_23,369
BACT000043_Brucella-7_NotDefined-7_Brucella-NotDefined-7_24,369
BACT000043_Escherichia-26|Enterobacter-13|Klebsiella-10|Serratia-4_coli-26|cloacae-10|pneumoniae-7|marcescens-4|aerogenes-3|oxytoca-3_Escherichia-coli-26|Enterobacter-cloacae-10|Klebsiella-pneumoniae-7|Serratia-marcescens-4|Enterobacter-aerogenes-3|Klebsiella-oxytoca-3_25,372
BACT000043_Staphylococcus-127_aureus-127_Staphylococcus-aureus-127_26,369
BACT000043_Acinetobacter-9_baumannii-8|calcoaceticus-1_Acinetobacter-baumannii-8|Acinetobacter-calcoaceticus-1_27,369
BACT000043_Stenotrophomonas-10_maltophilia-10_Stenotrophomonas-maltophilia-10_28,369
BACT000043_Legionella-15_pneumophila-15_Legionella-pneumophila-15_29,366
BACT000043_Borrelia-6_burgdorferi-6_Borrelia-burgdorferi-6_30,369
BACT000048_Streptococcus-6_agalactiae-6_Streptococcus-agalactiae-6_1,348
BACT000048_Streptococcus-1_pneumoniae-1_Streptococcus-pneumoniae-1_2,348
BACT000048_Streptococcus-1_agalactiae-1_Streptococcus-agalactiae-1_3,348
BACT000048_Leptospira-1_NotDefined-1_Leptospira-NotDefined-1_4,432
BACT000048_Leptospira-19_NotDefined-19_Leptospira-NotDefined-19_5,414
BACT000048_Leptospira-18_NotDefined-18_Leptospira-NotDefined-18_6,417
BACT000048_Leptospira-1_NotDefined-1_Leptospira-NotDefined-1_7,429
BACT000048_Nocardia-1_asteroides-1_Nocardia-asteroides-1_8,342
BACT000048_Chlamydia-1_psittaci-1_Chlamydia-psittaci-1_9,366
BACT000048_Moraxella-8_catarrhalis-8_Moraxella-catarrhalis-8_10,372
BACT000048_Haemophilus-22_influenzae-19|parainfluenzae-3_Haemophilus-influenzae-19|Haemophilus-parainfluenzae-3_11,351
BACT000048_Chlamydophila-3_pneumoniae-3_Chlamydophila-pneumoniae-3_12,366
BACT000048_Leptospira-3_NotDefined-3_Leptospira-NotDefined-3_13,429
BACT000048_Bordetella-3_pertussis-3_Bordetella-pertussis-3_14,381
BACT000048_Listeria-20_monocytogenes-20_Listeria-monocytogenes-20_15,348
BACT000048_Pseudomonas-24_aeruginosa-24_Pseudomonas-aeruginosa-24_16,351
BACT000048_Neisseria-64_meningitidis-64_Neisseria-meningitidis-64_17,366
BACT000048_Bartonella-2_henselae-2_Bartonella-henselae-2_18,441
BACT000048_Coxiella-1_burnetii-1_Coxiella-burnetii-1_19,348
BACT000048_Leptospira-7_NotDefined-7_Leptospira-NotDefined-7_20,438
BACT000048_Borrelia-9_burgdorferi-9_Borrelia-burgdorferi-9_21,366
BACT000048_Treponema-1_pallidum-1_Treponema-pallidum-1_22,372
BACT000048_Mycoplasma-1_pneumoniae-1_Mycoplasma-pneumoniae-1_23,360
BACT000048_Streptococcus-22_pyogenes-22_Streptococcus-pyogenes-22_24,348
BACT000048_Streptococcus-195_pneumoniae-112|mitis-47|oralis-26|pseudopneumoniae-10_Streptococcus-pneumoniae-112|Streptococcus-mitis-47|Streptococcus-oralis-26|Streptococcus-pseudopneumoniae-10_25,348
BACT000048_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_26,420
BACT000048_Leptospira-2_NotDefined-2_Leptospira-NotDefined-2_27,435
BACT000048_Mycobacterium-30_tuberculosis-22|intracellulare-5|avium-3_Mycobacterium-tuberculosis-22|Mycobacterium-intracellulare-5|Mycobacterium-avium-3_28,342
BACT000048_Chlamydia-6_psittaci-6_Chlamydia-psittaci-6_29,369
BACT000048_Acinetobacter-24_baumannii-18|calcoaceticus-6_Acinetobacter-baumannii-18|Acinetobacter-calcoaceticus-6_30,369
BACT000048_Escherichia-33|Klebsiella-20|Enterobacter-11|Serratia-9_coli-33|pneumoniae-11|oxytoca-9|cloacae-9|marcescens-9|aerogenes-2_Escherichia-coli-33|Klebsiella-pneumoniae-11|Klebsiella-oxytoca-9|Enterobacter-cloacae-9|Serratia-marcescens-9|Enterobacter-aerogenes-2_31,357
BACT000048_Burkholderia-2_cepacia-2_Burkholderia-cepacia-2_32,393
BACT000048_Staphylococcus-113_aureus-113_Staphylococcus-aureus-113_33,351
BACT000048_Stenotrophomonas-16_maltophilia-16_Stenotrophomonas-maltophilia-16_34,408
BACT000048_Brucella-7_NotDefined-7_Brucella-NotDefined-7_35,438
BACT000048_Legionella-11_pneumophila-11_Legionella-pneumophila-11_36,366
BACT000053_Streptococcus-8_agalactiae-8_Streptococcus-agalactiae-8_1,306
